"","CDW_CD","RPRSNTV_SEXDSTN","AGE_FACTOR","ORG_FORM_CD","N.Masked","Type1","Type2"
"584",21120,2,"[30,40)",4,2538,0,0
"585",21120,2,"[30,40)",5,3280,0,0
"586",21120,2,"[40,50)",1,654,0,0
"587",21120,2,"[40,50)",2,328,0,0
"588",21120,2,"[40,50)",3,758,0,0
"589",21120,2,"[40,50)",4,1831,0,0
"590",21120,2,"[40,50)",5,2554,0,0
"591",21120,2,"[50,60)",1,426,0,0
"592",21120,2,"[50,60)",2,220,0,0
"593",21120,2,"[50,60)",3,520,0,0
"594",21120,2,"[50,60)",4,1271,0,0
"595",21120,2,"[50,60)",5,1751,0,0
"596",21120,2,"[60,83]",1,1771,0,0
"597",21120,2,"[60,83]",2,872,0,0
"598",21120,2,"[60,83]",3,1994,0,0
"599",21120,2,"[60,83]",4,4986,0,0
"600",21120,2,"[60,83]",5,6941,0,0
"601",21130,1,"[0,30)",1,1716,0,0
"602",21130,1,"[0,30)",2,753,0,0
"603",21130,1,"[0,30)",3,1894,0,0
"604",21130,1,"[0,30)",4,4497,0,0
"605",21130,1,"[0,30)",5,6200,0,0
"606",21130,1,"[30,40)",1,2479,0,0
"607",21130,1,"[30,40)",2,1245,0,1
"608",21130,1,"[30,40)",3,2928,0,0
"609",21130,1,"[30,40)",4,7176,0,0
"610",21130,1,"[30,40)",5,9834,0,0
"611",21130,1,"[40,50)",1,1985,0,0
"612",21130,1,"[40,50)",2,943,0,0
"613",21130,1,"[40,50)",3,2135,0,0
"614",21130,1,"[40,50)",4,5445,0,0
"615",21130,1,"[40,50)",5,7336,0,0
"616",21130,1,"[50,60)",1,1313,0,1
"617",21130,1,"[50,60)",2,618,0,0
"618",21130,1,"[50,60)",3,1413,0,1
"619",21130,1,"[50,60)",4,3679,0,0
"620",21130,1,"[50,60)",5,4877,0,0
"621",21130,1,"[60,83]",1,5096,0,0
"622",21130,1,"[60,83]",2,2436,0,0
"623",21130,1,"[60,83]",3,5642,0,0
"624",21130,1,"[60,83]",4,14481,0,0
"625",21130,1,"[60,83]",5,19787,0,0
"626",21130,2,"[0,30)",1,528,0,0
"627",21130,2,"[0,30)",2,282,0,0
"628",21130,2,"[0,30)",3,645,0,0
"629",21130,2,"[0,30)",4,1551,0,0
"630",21130,2,"[0,30)",5,2111,0,0
"631",21130,2,"[30,40)",1,857,0,0
"632",21130,2,"[30,40)",2,425,0,0
"633",21130,2,"[30,40)",3,1029,0,0
"634",21130,2,"[30,40)",4,2484,0,0
"635",21130,2,"[30,40)",5,3262,0,0
"636",21130,2,"[40,50)",1,660,0,0
"637",21130,2,"[40,50)",2,307,0,0
"638",21130,2,"[40,50)",3,714,0,0
"639",21130,2,"[40,50)",4,1857,0,0
"640",21130,2,"[40,50)",5,2524,0,0
"641",21130,2,"[50,60)",1,424,0,0
"642",21130,2,"[50,60)",2,241,0,0
"643",21130,2,"[50,60)",3,495,0,0
"644",21130,2,"[50,60)",4,1279,0,0
"645",21130,2,"[50,60)",5,1744,0,0
"646",21130,2,"[60,83]",1,1804,0,0
"647",21130,2,"[60,83]",2,812,0,1
"648",21130,2,"[60,83]",3,1984,0,0
"649",21130,2,"[60,83]",4,4986,0,0
"650",21130,2,"[60,83]",5,6751,0,0
"651",21140,1,"[0,30)",1,1619,0,0
"652",21140,1,"[0,30)",2,782,0,0
"653",21140,1,"[0,30)",3,1844,0,0
"654",21140,1,"[0,30)",4,4442,0,0
"655",21140,1,"[0,30)",5,6206,0,0
"656",21140,1,"[30,40)",1,2613,0,0
"657",21140,1,"[30,40)",2,1157,0,0
"658",21140,1,"[30,40)",3,2880,0,0
"659",21140,1,"[30,40)",4,7053,0,0
"660",21140,1,"[30,40)",5,9726,0,0
"661",21140,1,"[40,50)",1,1955,0,0
"662",21140,1,"[40,50)",2,901,0,0
"663",21140,1,"[40,50)",3,2109,0,0
"664",21140,1,"[40,50)",4,5472,0,0
"665",21140,1,"[40,50)",5,7450,0,0
"666",21140,1,"[50,60)",1,1365,0,0
"667",21140,1,"[50,60)",2,632,0,0
"668",21140,1,"[50,60)",3,1443,0,0
"669",21140,1,"[50,60)",4,3741,0,0
"670",21140,1,"[50,60)",5,4835,0,0
"671",21140,1,"[60,83]",1,5185,0,0
"672",21140,1,"[60,83]",2,2393,0,1
"673",21140,1,"[60,83]",3,5819,0,0
"674",21140,1,"[60,83]",4,14228,0,0
"675",21140,1,"[60,83]",5,19764,0,0
"676",21140,2,"[0,30)",1,564,0,0
"677",21140,2,"[0,30)",2,265,0,0
"678",21140,2,"[0,30)",3,614,0,0
"679",21140,2,"[0,30)",4,1576,0,0
"680",21140,2,"[0,30)",5,2129,0,0
"681",21140,2,"[30,40)",1,868,0,0
"682",21140,2,"[30,40)",2,401,0,0
"683",21140,2,"[30,40)",3,1023,0,0
"684",21140,2,"[30,40)",4,2495,0,0
"685",21140,2,"[30,40)",5,3425,0,0
"686",21140,2,"[40,50)",1,653,0,0
"687",21140,2,"[40,50)",2,334,0,0
"688",21140,2,"[40,50)",3,733,0,0
"689",21140,2,"[40,50)",4,1861,0,0
"690",21140,2,"[40,50)",5,2577,0,0
"691",21140,2,"[50,60)",1,490,0,0
"692",21140,2,"[50,60)",2,218,0,0
"693",21140,2,"[50,60)",3,544,0,0
"694",21140,2,"[50,60)",4,1237,0,0
"695",21140,2,"[50,60)",5,1700,0,0
"696",21140,2,"[60,83]",1,1787,0,0
"697",21140,2,"[60,83]",2,814,0,0
"698",21140,2,"[60,83]",3,2021,0,0
"699",21140,2,"[60,83]",4,4959,0,0
"700",21140,2,"[60,83]",5,6833,0,0
"701",21310,1,"[0,30)",1,1593,0,0
"702",21310,1,"[0,30)",2,819,0,1
"703",21310,1,"[0,30)",3,1781,0,0
"704",21310,1,"[0,30)",4,4661,0,0
"705",21310,1,"[0,30)",5,6319,0,0
"706",21310,1,"[30,40)",1,2576,0,0
"707",21310,1,"[30,40)",2,1223,0,0
"708",21310,1,"[30,40)",3,2817,0,0
"709",21310,1,"[30,40)",4,7008,0,0
"710",21310,1,"[30,40)",5,9622,0,0
"711",21310,1,"[40,50)",1,1958,0,0
"712",21310,1,"[40,50)",2,962,0,0
"713",21310,1,"[40,50)",3,2139,0,0
"714",21310,1,"[40,50)",4,5362,0,0
"715",21310,1,"[40,50)",5,7666,0,0
"716",21310,1,"[50,60)",1,1256,0,1
"717",21310,1,"[50,60)",2,582,0,0
"718",21310,1,"[50,60)",3,1483,0,0
"719",21310,1,"[50,60)",4,3517,0,0
"720",21310,1,"[50,60)",5,5096,0,0
"721",21310,1,"[60,83]",1,5149,0,0
"722",21310,1,"[60,83]",2,2509,0,0
"723",21310,1,"[60,83]",3,5823,0,0
"724",21310,1,"[60,83]",4,14370,0,0
"725",21310,1,"[60,83]",5,19665,0,0
"726",21310,2,"[0,30)",1,572,0,0
"727",21310,2,"[0,30)",2,237,0,0
"728",21310,2,"[0,30)",3,621,0,0
"729",21310,2,"[0,30)",4,1605,0,1
"730",21310,2,"[0,30)",5,2117,0,0
"731",21310,2,"[30,40)",1,881,0,0
"732",21310,2,"[30,40)",2,396,0,0
"733",21310,2,"[30,40)",3,976,0,0
"734",21310,2,"[30,40)",4,2435,0,0
"735",21310,2,"[30,40)",5,3412,0,0
"736",21310,2,"[40,50)",1,681,0,0
"737",21310,2,"[40,50)",2,340,0,0
"738",21310,2,"[40,50)",3,725,0,0
"739",21310,2,"[40,50)",4,1864,0,0
"740",21310,2,"[40,50)",5,2593,0,0
"741",21310,2,"[50,60)",1,448,0,0
"742",21310,2,"[50,60)",2,224,0,0
"743",21310,2,"[50,60)",3,493,0,0
"744",21310,2,"[50,60)",4,1197,0,1
"745",21310,2,"[50,60)",5,1687,0,0
"746",21310,2,"[60,83]",1,1793,0,1
"747",21310,2,"[60,83]",2,828,0,0
"748",21310,2,"[60,83]",3,2012,0,0
"749",21310,2,"[60,83]",4,5081,0,0
"750",21310,2,"[60,83]",5,6724,0,0
"751",22020,1,"[0,30)",1,1590,0,0
"752",22020,1,"[0,30)",2,761,0,0
"753",22020,1,"[0,30)",3,1848,0,0
"754",22020,1,"[0,30)",4,4592,0,0
"755",22020,1,"[0,30)",5,6142,0,0
"756",22020,1,"[30,40)",1,2471,0,0
"757",22020,1,"[30,40)",2,1234,0,1
"758",22020,1,"[30,40)",3,2740,0,1
"759",22020,1,"[30,40)",4,6912,0,0
"760",22020,1,"[30,40)",5,9732,0,0
"761",22020,1,"[40,50)",1,1958,0,0
"762",22020,1,"[40,50)",2,883,0,0
"763",22020,1,"[40,50)",3,2280,0,0
"764",22020,1,"[40,50)",4,5376,0,0
"765",22020,1,"[40,50)",5,7611,0,0
"766",22020,1,"[50,60)",1,1270,0,0
"767",22020,1,"[50,60)",2,602,0,0
"768",22020,1,"[50,60)",3,1441,0,0
"769",22020,1,"[50,60)",4,3666,0,0
"770",22020,1,"[50,60)",5,5012,0,0
"771",22020,1,"[60,83]",1,5219,0,0
"772",22020,1,"[60,83]",2,2380,0,0
"773",22020,1,"[60,83]",3,5938,0,0
"774",22020,1,"[60,83]",4,14402,0,0
"775",22020,1,"[60,83]",5,19822,0,0
"776",22020,2,"[0,30)",1,548,0,0
"777",22020,2,"[0,30)",2,266,0,0
"778",22020,2,"[0,30)",3,663,0,0
"779",22020,2,"[0,30)",4,1527,0,0
"780",22020,2,"[0,30)",5,2118,0,0
"781",22020,2,"[30,40)",1,896,0,0
"782",22020,2,"[30,40)",2,421,0,0
"783",22020,2,"[30,40)",3,1005,0,0
"784",22020,2,"[30,40)",4,2444,0,0
"785",22020,2,"[30,40)",5,3397,0,0
"786",22020,2,"[40,50)",1,641,0,0
"787",22020,2,"[40,50)",2,264,0,0
"788",22020,2,"[40,50)",3,734,0,0
"789",22020,2,"[40,50)",4,1801,0,0
"790",22020,2,"[40,50)",5,2544,0,0
"791",22020,2,"[50,60)",1,485,0,0
"792",22020,2,"[50,60)",2,214,0,0
"793",22020,2,"[50,60)",3,520,0,0
"794",22020,2,"[50,60)",4,1285,0,0
"795",22020,2,"[50,60)",5,1695,0,0
"796",22020,2,"[60,83]",1,1794,0,0
"797",22020,2,"[60,83]",2,885,0,0
"798",22020,2,"[60,83]",3,1991,0,0
"799",22020,2,"[60,83]",4,4987,0,0
"800",22020,2,"[60,83]",5,6709,0,0
"801",22040,1,"[0,30)",1,1631,0,0
"802",22040,1,"[0,30)",2,756,0,0
"803",22040,1,"[0,30)",3,1815,0,0
"804",22040,1,"[0,30)",4,4541,0,0
"805",22040,1,"[0,30)",5,6311,0,0
"806",22040,1,"[30,40)",1,2582,0,0
"807",22040,1,"[30,40)",2,1241,0,1
"808",22040,1,"[30,40)",3,2762,0,0
"809",22040,1,"[30,40)",4,6979,0,0
"810",22040,1,"[30,40)",5,9705,0,0
"811",22040,1,"[40,50)",1,1989,0,0
"812",22040,1,"[40,50)",2,932,0,0
"813",22040,1,"[40,50)",3,2232,0,0
"814",22040,1,"[40,50)",4,5485,0,0
"815",22040,1,"[40,50)",5,7373,0,0
"816",22040,1,"[50,60)",1,1281,0,0
"817",22040,1,"[50,60)",2,596,0,0
"818",22040,1,"[50,60)",3,1442,0,1
"819",22040,1,"[50,60)",4,3674,0,0
"820",22040,1,"[50,60)",5,5098,0,0
"821",22040,1,"[60,83]",1,5130,0,0
"822",22040,1,"[60,83]",2,2442,0,0
"823",22040,1,"[60,83]",3,5744,0,0
"824",22040,1,"[60,83]",4,14227,0,0
"825",22040,1,"[60,83]",5,19881,0,0
"826",22040,2,"[0,30)",1,531,0,0
"827",22040,2,"[0,30)",2,284,0,0
"828",22040,2,"[0,30)",3,615,0,0
"829",22040,2,"[0,30)",4,1563,0,0
"830",22040,2,"[0,30)",5,2219,0,0
"831",22040,2,"[30,40)",1,885,0,0
"832",22040,2,"[30,40)",2,444,0,0
"833",22040,2,"[30,40)",3,963,0,0
"834",22040,2,"[30,40)",4,2367,0,0
"835",22040,2,"[30,40)",5,3360,0,0
"836",22040,2,"[40,50)",1,653,0,0
"837",22040,2,"[40,50)",2,305,0,0
"838",22040,2,"[40,50)",3,711,0,0
"839",22040,2,"[40,50)",4,1843,0,0
"840",22040,2,"[40,50)",5,2484,0,0
"841",22040,2,"[50,60)",1,486,0,0
"842",22040,2,"[50,60)",2,212,0,0
"843",22040,2,"[50,60)",3,502,0,0
"844",22040,2,"[50,60)",4,1274,0,0
"845",22040,2,"[50,60)",5,1684,0,0
"846",22040,2,"[60,83]",1,1880,0,0
"847",22040,2,"[60,83]",2,808,0,0
"848",22040,2,"[60,83]",3,1963,0,0
"849",22040,2,"[60,83]",4,4899,0,0
"850",22040,2,"[60,83]",5,6867,0,0
"851",22060,1,"[0,30)",1,1608,0,0
"852",22060,1,"[0,30)",2,791,0,0
"853",22060,1,"[0,30)",3,1898,0,0
"854",22060,1,"[0,30)",4,4396,0,0
"855",22060,1,"[0,30)",5,6216,0,0
"856",22060,1,"[30,40)",1,2561,0,0
"857",22060,1,"[30,40)",2,1214,0,0
"858",22060,1,"[30,40)",3,2769,0,0
"859",22060,1,"[30,40)",4,7155,0,0
"860",22060,1,"[30,40)",5,9779,0,0
"861",22060,1,"[40,50)",1,2071,0,0
"862",22060,1,"[40,50)",2,894,0,1
"863",22060,1,"[40,50)",3,2199,0,0
"864",22060,1,"[40,50)",4,5365,0,0
"865",22060,1,"[40,50)",5,7590,0,0
"866",22060,1,"[50,60)",1,1299,0,1
"867",22060,1,"[50,60)",2,654,0,0
"868",22060,1,"[50,60)",3,1426,0,0
"869",22060,1,"[50,60)",4,3660,0,0
"870",22060,1,"[50,60)",5,4995,0,0
"871",22060,1,"[60,83]",1,5061,0,0
"872",22060,1,"[60,83]",2,2411,0,0
"873",22060,1,"[60,83]",3,5702,0,0
"874",22060,1,"[60,83]",4,14370,0,0
"875",22060,1,"[60,83]",5,19578,0,0
"876",22060,2,"[0,30)",1,540,0,0
"877",22060,2,"[0,30)",2,288,0,0
"878",22060,2,"[0,30)",3,643,0,0
"879",22060,2,"[0,30)",4,1557,0,0
"880",22060,2,"[0,30)",5,2093,0,0
"881",22060,2,"[30,40)",1,907,0,0
"882",22060,2,"[30,40)",2,398,0,0
"883",22060,2,"[30,40)",3,981,0,0
"884",22060,2,"[30,40)",4,2398,0,0
"885",22060,2,"[30,40)",5,3359,0,0
"886",22060,2,"[40,50)",1,671,0,0
"887",22060,2,"[40,50)",2,357,0,0
"888",22060,2,"[40,50)",3,751,0,0
"889",22060,2,"[40,50)",4,1864,0,0
"890",22060,2,"[40,50)",5,2545,0,0
"891",22060,2,"[50,60)",1,442,0,0
"892",22060,2,"[50,60)",2,217,0,0
"893",22060,2,"[50,60)",3,480,0,0
"894",22060,2,"[50,60)",4,1256,0,0
"895",22060,2,"[50,60)",5,1636,0,0
"896",22060,2,"[60,83]",1,1791,0,0
"897",22060,2,"[60,83]",2,820,0,0
"898",22060,2,"[60,83]",3,2043,0,0
"899",22060,2,"[60,83]",4,5047,0,0
"900",22060,2,"[60,83]",5,6910,0,0
"901",22310,1,"[0,30)",1,1672,0,0
"902",22310,1,"[0,30)",2,762,0,0
"903",22310,1,"[0,30)",3,1848,0,0
"904",22310,1,"[0,30)",4,4339,0,0
"905",22310,1,"[0,30)",5,6213,0,0
"906",22310,1,"[30,40)",1,2576,0,0
"907",22310,1,"[30,40)",2,1182,0,0
"908",22310,1,"[30,40)",3,2874,0,0
"909",22310,1,"[30,40)",4,7152,0,0
"910",22310,1,"[30,40)",5,9835,0,0
"911",22310,1,"[40,50)",1,1988,0,0
"912",22310,1,"[40,50)",2,927,0,0
"913",22310,1,"[40,50)",3,2164,0,0
"914",22310,1,"[40,50)",4,5408,0,0
"915",22310,1,"[40,50)",5,7531,0,0
"916",22310,1,"[50,60)",1,1348,0,0
"917",22310,1,"[50,60)",2,631,0,0
"918",22310,1,"[50,60)",3,1471,0,0
"919",22310,1,"[50,60)",4,3602,0,0
"920",22310,1,"[50,60)",5,4796,0,0
"921",22310,1,"[60,83]",1,5147,0,0
"922",22310,1,"[60,83]",2,2499,0,0
"923",22310,1,"[60,83]",3,5666,0,0
"924",22310,1,"[60,83]",4,14359,0,0
"925",22310,1,"[60,83]",5,19887,0,0
"926",22310,2,"[0,30)",1,517,0,0
"927",22310,2,"[0,30)",2,265,0,0
"928",22310,2,"[0,30)",3,665,0,0
"929",22310,2,"[0,30)",4,1545,0,1
"930",22310,2,"[0,30)",5,2163,0,0
"931",22310,2,"[30,40)",1,887,0,0
"932",22310,2,"[30,40)",2,374,0,0
"933",22310,2,"[30,40)",3,948,0,0
"934",22310,2,"[30,40)",4,2388,0,0
"935",22310,2,"[30,40)",5,3374,0,0
"936",22310,2,"[40,50)",1,690,0,0
"937",22310,2,"[40,50)",2,310,0,0
"938",22310,2,"[40,50)",3,764,0,0
"939",22310,2,"[40,50)",4,1884,0,0
"940",22310,2,"[40,50)",5,2545,0,0
"941",22310,2,"[50,60)",1,436,0,0
"942",22310,2,"[50,60)",2,211,0,0
"943",22310,2,"[50,60)",3,523,0,0
"944",22310,2,"[50,60)",4,1192,0,1
"945",22310,2,"[50,60)",5,1728,0,0
"946",22310,2,"[60,83]",1,1746,0,0
"947",22310,2,"[60,83]",2,848,0,0
"948",22310,2,"[60,83]",3,2060,0,0
"949",22310,2,"[60,83]",4,4937,0,0
"950",22310,2,"[60,83]",5,6825,0,0
"951",23010,1,"[0,30)",1,1654,0,0
"952",23010,1,"[0,30)",2,730,0,0
"953",23010,1,"[0,30)",3,1854,0,0
"954",23010,1,"[0,30)",4,4495,0,0
"955",23010,1,"[0,30)",5,6258,0,0
"956",23010,1,"[30,40)",1,2512,0,0
"957",23010,1,"[30,40)",2,1241,0,0
"958",23010,1,"[30,40)",3,2813,0,0
"959",23010,1,"[30,40)",4,6938,0,0
"960",23010,1,"[30,40)",5,9750,0,0
"961",23010,1,"[40,50)",1,1951,0,0
"962",23010,1,"[40,50)",2,900,0,0
"963",23010,1,"[40,50)",3,2137,0,0
"964",23010,1,"[40,50)",4,5520,0,0
"965",23010,1,"[40,50)",5,7521,0,0
"966",23010,1,"[50,60)",1,1359,0,1
"967",23010,1,"[50,60)",2,629,0,1
"968",23010,1,"[50,60)",3,1438,0,0
"969",23010,1,"[50,60)",4,3615,0,0
"970",23010,1,"[50,60)",5,4965,0,0
"971",23010,1,"[60,83]",1,5207,0,0
"972",23010,1,"[60,83]",2,2473,0,0
"973",23010,1,"[60,83]",3,5825,0,0
"974",23010,1,"[60,83]",4,14482,0,0
"975",23010,1,"[60,83]",5,19665,0,0
"976",23010,2,"[0,30)",1,562,0,0
"977",23010,2,"[0,30)",2,257,0,0
"978",23010,2,"[0,30)",3,658,0,0
"979",23010,2,"[0,30)",4,1579,0,0
"980",23010,2,"[0,30)",5,2230,0,0
"981",23010,2,"[30,40)",1,825,0,0
"982",23010,2,"[30,40)",2,430,0,0
"983",23010,2,"[30,40)",3,920,0,0
"984",23010,2,"[30,40)",4,2371,0,0
"985",23010,2,"[30,40)",5,3409,0,0
"986",23010,2,"[40,50)",1,662,0,0
"987",23010,2,"[40,50)",2,296,0,0
"988",23010,2,"[40,50)",3,754,0,0
"989",23010,2,"[40,50)",4,1870,0,0
"990",23010,2,"[40,50)",5,2549,0,0
"991",23010,2,"[50,60)",1,459,0,0
"992",23010,2,"[50,60)",2,204,0,0
"993",23010,2,"[50,60)",3,483,0,0
"994",23010,2,"[50,60)",4,1184,0,0
"995",23010,2,"[50,60)",5,1708,0,0
"996",23010,2,"[60,83]",1,1823,0,1
"997",23010,2,"[60,83]",2,841,0,0
"998",23010,2,"[60,83]",3,1965,0,0
"999",23010,2,"[60,83]",4,4933,0,0
"1000",23010,2,"[60,83]",5,6779,0,0
"1001",23050,1,"[0,30)",1,1686,0,0
"1002",23050,1,"[0,30)",2,754,0,0
"1003",23050,1,"[0,30)",3,1738,0,0
"1004",23050,1,"[0,30)",4,4700,0,0
"1005",23050,1,"[0,30)",5,6323,0,0
"1006",23050,1,"[30,40)",1,2603,0,0
"1007",23050,1,"[30,40)",2,1244,0,1
"1008",23050,1,"[30,40)",3,2830,0,0
"1009",23050,1,"[30,40)",4,7004,0,0
"1010",23050,1,"[30,40)",5,9689,0,0
"1011",23050,1,"[40,50)",1,2040,0,0
"1012",23050,1,"[40,50)",2,920,0,1
"1013",23050,1,"[40,50)",3,2189,0,0
"1014",23050,1,"[40,50)",4,5348,0,0
"1015",23050,1,"[40,50)",5,7510,0,0
"1016",23050,1,"[50,60)",1,1299,0,1
"1017",23050,1,"[50,60)",2,574,0,0
"1018",23050,1,"[50,60)",3,1428,0,0
"1019",23050,1,"[50,60)",4,3533,0,0
"1020",23050,1,"[50,60)",5,4993,0,0
"1021",23050,1,"[60,83]",1,5127,0,0
"1022",23050,1,"[60,83]",2,2399,0,0
"1023",23050,1,"[60,83]",3,5813,0,0
"1024",23050,1,"[60,83]",4,14516,0,0
"1025",23050,1,"[60,83]",5,19560,0,0
"1026",23050,2,"[0,30)",1,554,0,0
"1027",23050,2,"[0,30)",2,276,0,0
"1028",23050,2,"[0,30)",3,588,0,0
"1029",23050,2,"[0,30)",4,1563,0,0
"1030",23050,2,"[0,30)",5,2154,0,0
"1031",23050,2,"[30,40)",1,914,0,0
"1032",23050,2,"[30,40)",2,408,0,0
"1033",23050,2,"[30,40)",3,966,0,0
"1034",23050,2,"[30,40)",4,2381,0,0
"1035",23050,2,"[30,40)",5,3295,0,0
"1036",23050,2,"[40,50)",1,716,0,0
"1037",23050,2,"[40,50)",2,287,0,0
"1038",23050,2,"[40,50)",3,770,0,0
"1039",23050,2,"[40,50)",4,1883,0,0
"1040",23050,2,"[40,50)",5,2546,0,0
"1041",23050,2,"[50,60)",1,451,0,0
"1042",23050,2,"[50,60)",2,211,0,0
"1043",23050,2,"[50,60)",3,485,0,0
"1044",23050,2,"[50,60)",4,1254,0,0
"1045",23050,2,"[50,60)",5,1832,0,0
"1046",23050,2,"[60,83]",1,1762,0,0
"1047",23050,2,"[60,83]",2,854,0,0
"1048",23050,2,"[60,83]",3,1897,0,0
"1049",23050,2,"[60,83]",4,5030,0,0
"1050",23050,2,"[60,83]",5,6762,0,0
"1051",23060,1,"[0,30)",1,1690,0,0
"1052",23060,1,"[0,30)",2,769,0,0
"1053",23060,1,"[0,30)",3,1767,0,0
"1054",23060,1,"[0,30)",4,4551,0,0
"1055",23060,1,"[0,30)",5,6121,0,0
"1056",23060,1,"[30,40)",1,2523,0,0
"1057",23060,1,"[30,40)",2,1141,0,1
"1058",23060,1,"[30,40)",3,2787,0,0
"1059",23060,1,"[30,40)",4,7081,0,0
"1060",23060,1,"[30,40)",5,9711,0,0
"1061",23060,1,"[40,50)",1,2002,0,0
"1062",23060,1,"[40,50)",2,953,0,0
"1063",23060,1,"[40,50)",3,2229,0,0
"1064",23060,1,"[40,50)",4,5522,0,0
"1065",23060,1,"[40,50)",5,7321,0,0
"1066",23060,1,"[50,60)",1,1278,0,0
"1067",23060,1,"[50,60)",2,596,0,0
"1068",23060,1,"[50,60)",3,1500,0,0
"1069",23060,1,"[50,60)",4,3526,0,0
"1070",23060,1,"[50,60)",5,4833,0,0
"1071",23060,1,"[60,83]",1,5253,0,0
"1072",23060,1,"[60,83]",2,2404,0,0
"1073",23060,1,"[60,83]",3,5824,0,0
"1074",23060,1,"[60,83]",4,14541,0,0
"1075",23060,1,"[60,83]",5,19777,0,0
"1076",23060,2,"[0,30)",1,585,0,0
"1077",23060,2,"[0,30)",2,275,0,0
"1078",23060,2,"[0,30)",3,645,0,0
"1079",23060,2,"[0,30)",4,1603,0,0
"1080",23060,2,"[0,30)",5,2131,0,0
"1081",23060,2,"[30,40)",1,907,0,0
"1082",23060,2,"[30,40)",2,423,0,0
"1083",23060,2,"[30,40)",3,928,0,0
"1084",23060,2,"[30,40)",4,2405,0,0
"1085",23060,2,"[30,40)",5,3352,0,0
"1086",23060,2,"[40,50)",1,657,0,0
"1087",23060,2,"[40,50)",2,353,0,0
"1088",23060,2,"[40,50)",3,748,0,0
"1089",23060,2,"[40,50)",4,1974,0,0
"1090",23060,2,"[40,50)",5,2518,0,0
"1091",23060,2,"[50,60)",1,448,0,0
"1092",23060,2,"[50,60)",2,212,0,0
"1093",23060,2,"[50,60)",3,515,0,0
"1094",23060,2,"[50,60)",4,1299,0,0
"1095",23060,2,"[50,60)",5,1725,0,0
"1096",23060,2,"[60,83]",1,1764,0,0
"1097",23060,2,"[60,83]",2,806,0,0
"1098",23060,2,"[60,83]",3,1930,0,0
"1099",23060,2,"[60,83]",4,4938,0,0
"1100",23060,2,"[60,83]",5,6875,0,0
"1101",23070,1,"[0,30)",1,1717,0,1
"1102",23070,1,"[0,30)",2,800,0,0
"1103",23070,1,"[0,30)",3,1837,0,0
"1104",23070,1,"[0,30)",4,4430,0,0
"1105",23070,1,"[0,30)",5,6175,0,0
"1106",23070,1,"[30,40)",1,2614,0,0
"1107",23070,1,"[30,40)",2,1192,0,0
"1108",23070,1,"[30,40)",3,2866,0,0
"1109",23070,1,"[30,40)",4,7113,0,0
"1110",23070,1,"[30,40)",5,9883,0,0
"1111",23070,1,"[40,50)",1,1958,0,0
"1112",23070,1,"[40,50)",2,930,0,0
"1113",23070,1,"[40,50)",3,2235,0,0
"1114",23070,1,"[40,50)",4,5479,0,0
"1115",23070,1,"[40,50)",5,7448,0,0
"1116",23070,1,"[50,60)",1,1256,0,1
"1117",23070,1,"[50,60)",2,598,0,0
"1118",23070,1,"[50,60)",3,1380,0,0
"1119",23070,1,"[50,60)",4,3657,0,0
"1120",23070,1,"[50,60)",5,5000,0,0
"1121",23070,1,"[60,83]",1,5119,0,0
"1122",23070,1,"[60,83]",2,2500,0,0
"1123",23070,1,"[60,83]",3,5728,0,0
"1124",23070,1,"[60,83]",4,14232,0,0
"1125",23070,1,"[60,83]",5,19755,0,0
"1126",23070,2,"[0,30)",1,558,0,0
"1127",23070,2,"[0,30)",2,248,0,0
"1128",23070,2,"[0,30)",3,605,0,0
"1129",23070,2,"[0,30)",4,1541,0,0
"1130",23070,2,"[0,30)",5,2161,0,0
"1131",23070,2,"[30,40)",1,908,0,0
"1132",23070,2,"[30,40)",2,406,0,0
"1133",23070,2,"[30,40)",3,1063,0,0
"1134",23070,2,"[30,40)",4,2440,0,0
"1135",23070,2,"[30,40)",5,3258,0,0
"1136",23070,2,"[40,50)",1,688,0,0
"1137",23070,2,"[40,50)",2,306,0,0
"1138",23070,2,"[40,50)",3,691,0,0
"1139",23070,2,"[40,50)",4,1862,0,0
"1140",23070,2,"[40,50)",5,2595,0,0
"1141",23070,2,"[50,60)",1,474,0,0
"1142",23070,2,"[50,60)",2,215,0,0
"1143",23070,2,"[50,60)",3,512,0,0
"1144",23070,2,"[50,60)",4,1305,0,0
"1145",23070,2,"[50,60)",5,1754,0,0
"1146",23070,2,"[60,83]",1,1774,0,0
"1147",23070,2,"[60,83]",2,777,0,0
"1148",23070,2,"[60,83]",3,2021,0,0
"1149",23070,2,"[60,83]",4,4944,0,0
"1150",23070,2,"[60,83]",5,6705,0,0
"1151",23080,1,"[0,30)",1,1627,0,0
"1152",23080,1,"[0,30)",2,804,0,0
"1153",23080,1,"[0,30)",3,1855,0,1
"1154",23080,1,"[0,30)",4,4555,0,0
"1155",23080,1,"[0,30)",5,6325,0,0
"1156",23080,1,"[30,40)",1,2538,0,0
"1157",23080,1,"[30,40)",2,1225,0,1
"1158",23080,1,"[30,40)",3,2901,0,0
"1159",23080,1,"[30,40)",4,7020,0,0
"1160",23080,1,"[30,40)",5,9642,0,0
"1161",23080,1,"[40,50)",1,1985,0,0
"1162",23080,1,"[40,50)",2,939,0,0
"1163",23080,1,"[40,50)",3,2184,0,0
"1164",23080,1,"[40,50)",4,5262,0,0
